Time,Height,Avg Wicking Rate,Time_Uniform,Height_Model,Wicking_Rate,Modeled Avg Wicking Rate
0.322933,0.6986899563318777,2.1635755910107597,0.0,0.0,0.0,0.0
0.534312,1.3973799126637554,2.6152882822466186,0.171310491589571,1.7656228208277902,6.330544609235436,10.306565607539692
0.70403,2.096069868995633,2.9772451017650288,0.3426209831791421,2.7313720221389106,5.143479949309845,7.971992832414444
0.870167,2.7947598253275108,3.2117511067731948,0.5139314747687131,3.561770306340653,4.603169734358349,6.930438163849709
1.028106,3.4934497816593884,3.3979470810007806,0.6852419663582843,4.319984990937293,4.270820548459455,6.3043205218382
1.189024,4.192139737991266,3.5256981675653867,0.8565524579478554,5.030513612148285,4.036098520084222,5.872977849133123
1.355606,4.890829694323144,3.6078548592460815,1.0278629495374263,5.705943635222834,3.856430220958245,5.551268909722551
1.522215,5.5895196506550215,3.671964637488805,1.1991734411269974,6.353771978727299,3.7114457993954657,5.298459556238962
1.688816,6.288209606986899,3.723442700085089,1.3704839327165683,6.978899677810776,3.590011904282163,5.092288578660843
1.855388,6.986899563318777,3.7657350178608335,1.5417944243061397,7.584745131381352,3.4854613364496565,4.919427007783315
2.0221,7.685589519650654,3.8007959644185023,1.7131049158957108,8.173809635307375,3.393525048989079,4.7713421165647825
2.18861,8.384279475982533,3.83086958205552,1.8844154074852817,8.747992448750267,3.311325689757462,4.642284505848052
2.355237,9.08296943231441,3.856499126123788,2.0557258990748526,9.30877894690992,3.23684350414298,4.528219910591773
2.521822,9.781659388646288,3.878806429893263,2.227036390664424,9.857359258384378,3.1686131369376076,4.426222804308774
2.68855,10.480349344978166,3.898141877583889,2.398346882253995,10.394706417520135,3.1055419359292236,4.334113006935455
2.855048,11.179039301310045,3.915534625445892,2.569657373843566,10.921629737444878,3.0467961124019896,4.250228006510006
3.021734,11.87772925764192,3.930765996491392,2.740967865433137,11.43881237966796,2.991726708506244,4.17327489458194
3.188258,12.576419213973798,3.944605240220145,2.912278357022708,11.946838489342746,2.9398199022385096,4.102230976834331
3.354907,13.275109170305676,3.956923148780481,3.0835888486122793,12.446213234080968,2.890662726641557,4.036275212138671
3.521518,13.973799126637552,3.96811804643269,3.2548993402018502,12.937377891204868,2.8439188537884177,3.9747397811701806
3.688176,14.672489082969433,3.978250789270749,3.4262098317914216,13.42072140182604,2.7993111278681493,3.9170751532193537
3.854791,15.371179039301309,3.987551864498311,3.5975203233809925,13.896589353592155,2.756608731355109,3.862824419163246
4.021464,16.069868995633186,3.996024581006615,3.7688308149705634,14.365291059000072,2.7156175985754087,3.8116041192239805
4.187918,16.768558951965066,4.004032302438841,3.9401413065601343,14.827105200911276,2.6761731481834627,3.763089708540377
4.354544,17.46724890829694,4.011269356400335,4.111451798149705,15.28228438478126,2.6381346994893864,3.7170043904342536
4.521118,18.16593886462882,4.018019185659127,4.282762289739277,15.731058845942124,2.6013811301528107,3.6731104324026793
4.687815,18.864628820960696,4.024183723325408,4.454072781328848,16.17363949623961,2.5658074617190625,3.631202337788089
4.854338,19.563318777292576,4.0300693477241545,4.625383272918419,16.610220448618172,2.5313221474286585,3.591101421988287
5.021137,20.26200873362445,4.035342738830757,4.79669376450799,17.040981125140675,2.4978448977283754,3.552651464062896
5.189221,20.96069868995633,4.03927654843691,4.968004256097561,17.466088029626007,2.4653049218652265,3.515715190499026
5.356003,21.659388646288207,4.043946324579767,5.139314747687132,17.8856962480246,2.433639494618976,3.480171409247464
5.52249,22.35807860262009,4.048550310207911,5.310625239276703,18.29995072607362,2.402792779419899,3.445912656522914
5.689126,23.05676855895197,4.0527786797043985,5.481935730866274,18.7089873634576,2.372714855345931,3.4128432513566045
5.855626,23.75545851528384,4.056860618366652,5.653246222455845,19.112933955786712,2.3433609075220883,3.38087767694714
6.022338,24.45414847161572,4.060573895323663,5.824556714045416,19.511911009577833,2.314690549443127,3.3499392258515646
6.189205,25.152838427947597,4.06398534673639,5.995867205634988,19.906032450639906,2.286667252536667,3.319958859651191
6.355491,25.851528384279476,4.067589488251888,6.167177697224559,20.29540624249996,2.2592578634638194,3.290874244086333
6.522061,26.55021834061135,4.070832569736982,6.33848818881413,20.68013492852085,2.232432193635718,3.2626289286167944
6.689039,27.24890829694323,4.07366563372455,6.5097986804037005,21.060316108978117,2.206162668508959,3.2351716455342174
6.855372,27.947598253275107,4.0767442311336435,6.681109171993271,21.436042862447273,2.180424026630736,3.2084557085679157
7.022377,28.646288209606983,4.079286573421932,6.852419663582843,21.80740411930333,2.155193060297236,3.1824384947113926
7.188528,29.344978165938866,4.082195710434579,7.023730155172414,22.174484993873666,2.1304483911867003,3.157080995992412
7.355122,30.04366812227074,4.084727367169537,7.195040646761985,22.53736708075423,2.106170275521377,3.132347430295174
7.521788,30.742358078602617,4.087107756640125,7.366351138351556,22.896128719950788,2.082340434268214,3.1082049022542915
7.688328,30.742358078602617,3.99857525311129,7.537661629941127,23.250845234806107,2.0589419046579867,3.084623106780094
7.854906,30.742358078602617,3.913777972467477,7.708972121530698,23.60158914609194,2.035958909926229,3.0615740690220052
8.021892,31.441048034934497,3.919405551076292,7.880282613120269,23.948430365159048,2.013376744687043,3.039031915592232
8.188099,31.441048034934497,3.839847079881973,8.05159310470984,24.291436368631917,1.991181673766281,3.0169726727028046
8.357128,31.441048034934497,3.7621833762668824,8.22290359629941,24.630672356792367,1.9693608426620155,2.9953740875518737
8.521307,31.441048034934497,3.68969784035882,8.394214087888983,24.966201397507703,1.9479021980821456,2.974215469858992
