Time,Height,Wicking Rate,Avg Wicking Rate,Time_Uniform,Filtered Height (Uniform),Filtered Height (Raw),Wicking Rate Filtered (Spline),Wicking Rate (Spline)
0.283825,2.0,0.0,7.0465956134942305,0.283825,2.0,1.984878452418824,4.990848170456318,3.6514333491778523
0.483745,2.89947,0.0,5.993798385513029,0.4550710751415337,2.7704617207260673,2.8416158247561203,5.0162903820643265,5.146358269058231
0.650942,3.79894,0.0,5.836065271560292,0.6263171502830674,3.666465651926235,3.7033354435004995,5.0490363234165,5.472804136404084
0.816056,4.69841,0.0,5.757460272334251,0.7975632254246012,4.597669324180058,4.571212264883043,5.087758451885546,5.443651953723073
0.981303,5.59788,0.0,5.704537742165264,0.9688093005661349,5.529874482019167,5.44607173308203,5.130316416140346,5.424837858221639
1.147818,6.49735,0.0,5.66060995732773,1.1400553757076686,6.455418356170775,6.328434783933603,5.175141609948168,5.392036488858362
1.314528,7.39682,0.0,5.626977896248692,1.3113014508492025,7.37941142124247,7.218570746253521,5.220906419351664,5.398470161325454
1.481112,8.296289999999999,0.0,5.601392737348694,1.4825475259907361,8.304038329150089,8.116549769102184,5.266592730807025,5.398830953422804
1.647756,9.19576,0.0,5.580777736509532,1.6537936011322698,9.228353559423365,9.022287299188807,5.311401075793228,5.397363531172275
1.814373,10.09523,0.0,5.564032313091079,1.8250396762738035,10.152834035303218,9.935574625254022,5.35466218568557,5.399663464375355
1.98093,10.9947,0.0,5.5502718420136,1.9962857514153372,11.07761086281539,10.856091448797347,5.395722665760791,5.40038964948032
2.147519,11.894169999999999,0.0,5.538563337507141,2.1675318265568713,12.0021909615952,11.78339865816,5.433829059652436,5.397906676919724
2.314162,12.79364,0.0,5.528411580520292,2.338777901698405,12.926562292932616,12.716911786929902,5.46802072244888,5.398751871705975
2.480735,13.69311,0.0,5.519779420212155,2.510023976839938,13.851214964970978,13.655857839337527,5.497044491392312,5.399410476740832
2.647362,14.59258,0.0,5.512121122838508,2.681270051981472,14.775611527273993,14.59922009014105,5.519301071414633,5.3974852687302315
2.813996,15.492049999999999,0.0,5.5053560843725435,2.852516127123006,15.700040603743059,15.545676966016334,5.53283046754292,5.398596644578704
2.980579,16.39152,0.0,5.499441551456949,3.02376220226454,16.62472541881089,16.493542077355645,5.5353403393055185,5.400354117951492
3.147136,17.29099,0.0,5.49419853479481,3.1950082774060737,17.54947937675404,17.44071282451486,5.524277517068818,5.399699025140229
3.313718,18.19046,0.0,5.489441165482398,3.3662543525476067,18.47402950502569,18.384634728795344,5.496939271161808,5.400659258008415
3.480361,19.08993,0.0,5.485043074554622,3.5375004276891406,19.397770489138033,19.32228776102149,5.45061756333103,5.389111395931972
3.647315,19.9894,0.0,5.4805795496138945,3.7087465028306745,20.321675738002387,20.250199529075797,5.382766672636967,5.398276113893891
3.81361,20.88887,0.0,5.477453121845181,3.8799925779722084,21.247266032488774,21.16448834814524,5.2911824778319065,5.40711630646951
3.980211,21.788339999999998,0.0,5.474167073052157,4.051238653113742,22.171812246108797,22.0609370915062,5.174180440174617,5.396771648062196
4.146813,22.68781,0.0,5.471143743400052,4.222484728255275,23.09627430470053,22.935096462631503,5.030759045101706,5.399382970739971
4.313448,23.58728,0.0,5.468312125241802,4.39373080339681,24.02062117361575,23.7824141063399,4.860736139694821,5.395977816796007
4.480088,24.48675,0.0,5.465685049043679,4.564976878538343,24.945198160496684,24.598383948825575,4.664847188936439,5.403293488162326
4.646639,25.38622,0.0,5.463351037169016,4.736222953679877,25.869971951542237,25.378708469752418,4.444796848194032,5.385608182498959
4.813208,26.28569,0.0,5.461158129879282,4.907469028821411,26.79467363876162,26.119465385117348,4.203258240057649,5.45593387597047
4.979785,27.18516,0.0,5.4591031540518316,5.078715103962945,27.713851889487618,26.817269545110815,3.9438177184357888,5.189779958575076
5.148096,28.08463,0.0,5.455343101604943,5.249961179104479,28.633553552718446,27.469420775895692,3.6708664649757723,6.020192695151388
5.315013,28.984099999999998,0.0,5.453251008040807,5.421207254246012,28.984099999999998,28.074028925801606,3.3894437478568933,2.9378343172842114
5.481313,28.984099999999998,0.0,5.2878023933316705,5.592453329387546,28.984099999999998,28.630108481260418,3.1050398452923735,1.6211365689624888
5.648092,28.984099999999998,0.0,5.131662161310403,5.7636994045290795,29.60728945314498,29.13763672384425,2.823369285031752,3.5475888448861705
5.814952,29.88357,0.0,5.1390914318811225,5.934945479670613,29.88357,29.59757140202619,2.5501270048064355,3.5998234243648395
5.981175,29.88357,0.0,4.996270799633851,6.106191554812147,29.88357,30.011826159437675,2.2907411745177955,1.7958899994351953
6.147731,29.88357,0.0,4.860910472497902,6.27743762995368,30.581645250823843,30.383204348922245,2.0501366732484114,3.5837204597172443
6.314858,30.78304,0.0,4.874700270378209,6.448683705095214,30.78304,30.715294215908656,1.8325225770124076,3.588458119984433
6.481164,30.78304,0.0,4.749615964045965,6.619929780236748,30.78304,31.012330606960298,1.6412155396721473,1.8181423868030333
6.647925,30.78304,0.0,4.63047341839747,6.791175855378282,31.556871125567405,31.279030215045122,1.4785087468890281,3.6842422771513226
6.814434,31.68251,0.0,4.64932377362522,6.962421930519816,31.68251,31.520408799778895,1.345593344352577,3.2953513262848513
6.980905,31.68251,0.0,4.53845310887342,7.133668005661349,31.68251,31.741589735629276,1.242536074369204,0.6612104175635575
7.151801,31.68251,0.0,4.430004414272712,7.304914080802883,31.68251,31.947613594966636,1.1683135079793263,0.7029525285031458
7.317502,31.68251,0.0,4.329689284676656,7.476160155944417,32.54562994391753,32.14325825360618,1.120899948856499,3.410183104776277
