Time,Height,Avg Wicking Rate,Time_Uniform,Height_Model,Wicking_Rate,Modeled Avg Wicking Rate
120.959107,64.27947598253274,0.5314149349873486,120.90694569904548,65.16878657526821,0.134086629521226,0.5389995272685373
121.125577,64.27947598253274,0.5306845802066457,121.07820199606962,65.1917327408732,0.1338880779698501,0.538426666948601
121.292523,64.27947598253274,0.5299541504510772,121.24945829309377,65.21464497781194,0.1336903961005665,0.5378551450528541
121.45885,64.27947598253274,0.529228425779865,121.42071459011792,65.2375234346161,0.1334935791662441,0.5372849571412882
121.625611,64.27947598253274,0.5285028001424201,121.59197088714204,65.26036825900668,0.1332976224473081,0.5367160987922416
121.792095,64.27947598253274,0.5277803619564368,121.7632271841662,65.28317959789885,0.1331025212515744,0.5361485656023095
121.958655,64.27947598253274,0.5270595677078658,121.93448348119034,65.30595759740648,0.1329082709140868,0.5355823531862551
122.125228,64.27947598253274,0.5263406835361875,122.10573977821448,65.32870240284691,0.1327148667969536,0.5350174571769193
122.291943,64.27947598253274,0.5256231474099053,122.27699607523864,65.35141415874546,0.1325223042891867,0.5344538732251312
122.458503,64.27947598253274,0.5249082293822647,122.44825237226276,65.37409300884013,0.1323305788065402,0.5338915969996222
122.62541,64.27947598253274,0.5241937701373047,122.61950866928692,65.39673909608611,0.1321396857913515,0.5333306241869352
122.791938,64.27947598253274,0.5234828689040867,122.79076496631106,65.41935256266031,0.1319496207123819,0.5327709504913403
122.958218,64.27947598253274,0.5227749476861542,122.9620212633352,65.44193354996588,0.1317603790646594,0.5322125716347454
123.125167,64.27947598253274,0.5220661019085785,123.13327756035936,65.46448219863673,0.1315719563693217,0.5316554833566121
123.291427,64.27947598253274,0.5213620893732761,123.30453385738348,65.48699864854194,0.1313843481734604,0.5310996814138687
123.458122,64.27947598253274,0.5206581384943855,123.47579015440763,65.50948303879025,0.1311975500499665,0.5305451615808251
123.62499,64.97816593886462,0.5256070470773314,123.64704645143178,65.53193550773436,0.1310115575973761,0.5299919196490886
123.790997,64.97816593886462,0.5249021941301969,123.81830274845592,65.55435619297545,0.1308263664397174,0.5294399514274795
123.957979,64.97816593886462,0.5241951059791369,123.98955904548006,65.57674523136741,0.1306419722263594,0.5288892527419465
124.124571,64.97816593886462,0.5234915650895955,124.1608153425042,65.59910275902124,0.13045837063186,0.5283398194354848
124.291108,64.97816593886462,0.5227901415028389,124.33207163952837,65.6214289113093,0.1302755573558163,0.5277916473680517
124.458106,64.97816593886462,0.5220886612147595,124.50332793655252,65.64372382286965,0.1300935281227151,0.5272447324164861
124.624446,64.97816593886462,0.5213918137607176,124.67458423357664,65.66598762761022,0.1299122786817848,0.526699070474425
124.790983,64.97816593886462,0.5206960020409858,124.8458405306008,65.68822045871313,0.1297318048068481,0.5261546574522231
124.957662,64.97816593886462,0.5200014540834208,125.01709682762494,65.71042244863881,0.1295521022961751,0.5256114892768716
125.123807,64.97816593886462,0.5193109728419998,125.18835312464908,65.73259372913014,0.1293731669723379,0.5250695618919174
125.555636,64.97816593886462,0.5175248838599696,125.35960942167324,65.75473443121679,0.1291949946820658,0.524528871257384
125.722218,64.97816593886462,0.5168391631371364,125.53086571869736,65.77684468521909,0.1290175812961017,0.5239894133496912
125.888814,64.97816593886462,0.5161551997690964,125.70212201572151,65.79892462075233,0.1288409227090587,0.523451184161576
126.055592,64.97816593886462,0.515472300021919,125.87337831274566,65.82097436673072,0.1286650148392784,0.5229141797020144
126.222102,64.97816593886462,0.5147922979357816,126.0446346097698,65.84299405137152,0.1284898536286893,0.5223783959961433
126.389014,64.97816593886462,0.5141124523597013,126.21589090679394,65.86498380219898,0.1283154350426669,0.5218438290851821
126.555247,64.97816593886462,0.5134371547539599,126.38714720381807,65.88694374604843,0.1281417550698938,0.5213104750263564
126.72186,64.97816593886462,0.5127620912355976,126.55840350084225,65.90887400907022,0.1279688097222212,0.5207783298928198
126.888457,64.97816593886462,0.5120888650956219,126.72965979786638,65.93077471673365,0.127796595034531,0.520247389773579
127.055161,64.97816593886462,0.511416973757285,126.90091609489052,65.95264599383098,0.127625107064599,0.5197176507734168
127.221768,64.97816593886462,0.510747232650191,127.07217239191466,65.97448796448126,0.1274543418929585,0.519189109012817
127.388291,64.97816593886462,0.5100795797540343,127.2434286889388,65.99630075213422,0.1272842956227653,0.5186617606278888
127.554875,64.97816593886462,0.5094134264869502,127.41468498596296,66.0180844795742,0.1271149643796628,0.5181356017702927
127.721517,64.97816593886462,0.5087487798854176,127.5859412829871,66.03983926892394,0.1269463443116489,0.5176106286071661
127.888115,64.97816593886462,0.5080860401990023,127.75719758001124,66.0615652416484,0.1267784315889425,0.5170868373210491
128.054792,64.97816593886462,0.5074247119066393,127.92845387703538,66.08326251855854,0.1266112224038522,0.5165642241098112
128.221369,65.6768558951965,0.5122145895603134,128.0997101740595,66.10493121981516,0.1264447129706442,0.5160427851865785
128.388035,65.6768558951965,0.5115496618917525,128.27096647108365,66.12657146493254,0.1262788995254126,0.5155225167796609
128.554528,65.6768558951965,0.5108871458436415,128.4422227681078,66.14818337278228,0.1261137783259494,0.5150034151324799
128.721165,65.6768558951965,0.5102257728571404,128.61347906513194,66.16976706159691,0.1259493456516156,0.5144854765034967
128.887743,65.6768558951965,0.5095663432883335,128.78473536215608,66.19132264897365,0.1257855978032134,0.5139686971661414
129.054453,65.6768558951965,0.5089080955245806,128.95599165918023,66.212850251878,0.1256225311028586,0.5134530734087405
129.221043,65.6768558951965,0.5082520181732049,129.12724795620437,66.23434998664744,0.1254601418938542,0.5129386015344485
129.387559,65.6768558951965,0.507597920563572,129.29850425322851,66.25582196899504,0.1252984265405648,0.5124252778611758
129.554179,65.6768558951965,0.5069450974267414,129.46976055025266,66.27726631401299,0.1251373814282912,0.5119130987215196
129.720804,65.6768558951965,0.5062939318137166,129.6410168472768,66.29868313617625,0.1249770029631468,0.5114020604626945
129.887368,65.6768558951965,0.505644674355065,129.81227314430097,66.3200725493461,0.1248172875719334,0.5108921594464636
130.054103,65.6768558951965,0.504996415954647,129.9835294413251,66.34143466677361,0.1246582317020191,0.5103833920490697
130.220688,65.6768558951965,0.504350398572587,130.15478573834923,66.36276960110321,0.1244998318212159,0.5098757546611662
130.389059,65.6768558951965,0.5036991324187445,130.32604203537338,66.38407746437616,0.1243420844176588,0.5093692436877508
130.555512,65.6768558951965,0.5030569363873085,130.49729833239752,66.40535836803406,0.1241849859996848,0.5088638555480971
130.722087,65.6768558951965,0.502415906924715,130.66855462942166,66.42661242292218,0.1240285330957138,0.5083595866756866
130.889047,65.6768558951965,0.5017750331331887,130.8398109264458,66.44783973929304,0.1238727222541289,0.5078564335181439
131.055455,65.6768558951965,0.5011379029983644,131.01106722346995,66.46904042680973,0.1237175500431585,0.5073543925371684
131.222061,65.6768558951965,0.5005016336025732,131.1823235204941,66.49021459454931,0.1235630130507586,0.5068534602084694
131.388564,65.6768558951965,0.4998673696989069,131.35357981751824,66.5113623510062,0.123409107884496,0.5063536330216999
131.55507,65.6768558951965,0.4992346999260195,131.52483611454238,66.5324838040955,0.1232558311714315,0.5058549074803916
131.721838,65.6768558951965,0.4986026378951416,131.69609241156655,66.55357906115636,0.1231031795580056,0.5053572801018894
131.888465,65.6768558951965,0.4979727066745109,131.8673487085907,66.57464822895521,0.1229511497099224,0.5048607474172877
132.054735,65.6768558951965,0.49734570968013,132.03860500561484,66.59569141368918,0.1227997383120366,0.5043653059713653
132.221924,65.6768558951965,0.4967168371804701,132.20986130263898,66.61670872098922,0.1226489420682394,0.5038709523225218
132.388669,65.6768558951965,0.4960912168034297,132.38111759966313,66.63770025592348,0.1224987577013462,0.503377683042714
132.554716,65.6768558951965,0.4954697794018621,132.55237389668727,66.65866612300042,0.1223491819529843,0.5028854947173929
132.721759,65.6768558951965,0.4948461833993362,132.7236301937114,66.67960642617216,0.1222002115834818,0.5023943839454409
132.887996,66.37554585152839,0.4994848883982598,132.89488649073556,66.70052126883752,0.1220518433717567,0.5019043473391084
133.054638,66.37554585152839,0.4988593171139842,133.0661427877597,66.72141075384536,0.1219040741152071,0.5014153815239532
133.221302,66.37554585152839,0.4982352285637351,133.23739908478385,66.7422749834976,0.1217569006296017,0.5009274831387772
133.387902,66.37554585152839,0.4976129383272584,133.408655381808,66.76311405955238,0.1216103197489713,0.5004406488355657
133.554344,66.37554585152839,0.4969927885799686,133.57991167883213,66.78392808322724,0.1214643283255005,0.49995487527942584
133.721467,66.37554585152839,0.4963716547585317,133.75116797585628,66.80471715520218,0.1213189232294207,0.4994701591485261
133.887607,66.37554585152839,0.4957557113671348,133.92242427288042,66.82548137562277,0.1211741013489032,0.4989864971340358
134.05465,66.37554585152839,0.495137959418255,134.09368056990456,66.84622084410313,0.121029859589953,0.49850388594006434
134.220919,66.37554585152839,0.4945245968069134,134.2649368669287,66.86693565972908,0.1208861948763037,0.49802232228360227
134.387568,66.37554585152839,0.4939113553385265,134.43619316395285,66.88762592106109,0.1207431041493123,0.4975418028944608
