Time,Height,Time_Uniform,Height_Model,Wicking_Rate
330.190664,83.65071,330.2740934005618,83.28473752065341,0.07277244127193676
330.358908,83.65071,330.44548628764045,83.29720857652045,0.07275350551482088
330.525766,83.65071,330.6168791747191,83.3096763882244,0.07273458481867401
330.69235,83.65071,330.7882720617978,83.32214095834476,0.07271567916216126
330.858968,83.65071,330.9596649488764,83.3346022894574,0.07269678852399637
331.025307,83.65071,331.13105783595506,83.34706038413451,0.07267791288294131
331.1919,83.65071,331.3024507230337,83.3595152449447,0.07265905221780629
331.358921,83.65071,331.4738436101124,83.37196687445291,0.07264020650744946
331.525229,83.65071,331.64523649719104,83.38441527522048,0.07262137573077682
331.691861,83.65071,331.8166293842697,83.39686044980513,0.07260255986674209
331.858474,83.65071,331.9880222713483,83.40930240076096,0.07258375889434647
332.024983,83.65071,332.15941515842695,83.42174113063854,0.07256497279263853
332.191907,83.65071,332.33080804550565,83.43417664198478,0.07254620154071402
332.358162,83.65071,332.5022009325843,83.44660893734303,0.07252744511771572
332.524663,83.65071,332.6735938196629,83.45903801925311,0.07250870350283332
332.691676,83.65071,332.84498670674157,83.47146389025121,0.07248997667530324
332.858073,83.65071,333.01637959382026,83.48388655287002,0.07247126461440839
333.024895,83.65071,333.1877724808989,83.49630600963869,0.07245256729947817
333.191244,83.65071,333.35916536797754,83.50872226308273,0.07243388470988817
333.357718,83.65071,333.5305582550562,83.52113531572428,0.07241521682506011
333.524868,83.65071,333.7019511421348,83.53354517008181,0.07239656362446162
333.691096,83.65071,333.8733440292135,83.54595182867037,0.07237792508760615
333.857701,83.65071,334.04473691629215,83.55835529400144,0.07235930119405279
334.024288,83.65071,334.2161298033708,83.57075556858307,0.07234069192340606
334.19094,83.65071,334.38752269044943,83.58315265491974,0.07232209725531588
334.357552,83.65071,334.5589155775281,83.59554655551251,0.07230351716947728
334.524367,83.65071,334.73030846460676,83.60793727285892,0.07228495164563034
334.690877,83.65071,334.9017013516854,83.62032480945305,0.07226640066356009
334.857285,83.65071,335.07309423876404,83.63270916778558,0.0722478642030962
335.02405,83.65071,335.2444871258427,83.64509035034362,0.07222934224411295
335.455453,83.65071,335.4158800129214,83.65746835961093,0.07221083476652906
335.622043,84.55018,335.5872729,83.66984319806781,0.07219234175030753
335.788654,84.55018,335.75866578707866,83.6822148681911,0.07217386317545554
335.955257,84.55018,335.9300586741573,83.69458337245425,0.07215539902202421
336.121823,84.55018,336.101451561236,83.70694871332725,0.07213694927010854
336.288733,84.55018,336.27284444831463,83.71931089327677,0.07211851389984722
336.455074,84.55018,336.44423733539327,83.731669914766,0.07210009289142251
336.621628,84.55018,336.6156302224719,83.74402578025476,0.07208168622506012
336.788254,84.55018,336.78702310955055,83.75637849219946,0.07206329388102897
336.954878,84.55018,336.95841599662924,83.76872805305321,0.07204491583964119
337.12149,84.55018,337.1298088837079,83.78107446526565,0.07202655208125183
337.288145,84.55018,337.3012017707865,83.79341773128314,0.07200820258625884
337.454762,84.55018,337.47259465786516,83.80575785354863,0.07198986733510286
337.621254,84.55018,337.64398754494385,83.81809483450174,0.07197154630826713
337.787841,84.55018,337.8153804320225,83.83042867657875,0.07195323948627728
337.954501,84.55018,337.98677331910113,83.84275938221259,0.07193494684970131
338.121091,84.55018,338.15816620617977,83.8550869538329,0.0719166683791493
338.288037,84.55018,338.3295590932584,83.86741139386596,0.07189840405527335
338.454398,84.55018,338.5009519803371,83.87973270473478,0.07188015385876753
338.62091,84.55018,338.67234486741575,83.89205088885899,0.07186191777036759
338.787512,84.55018,338.8437377544944,83.90436594865503,0.07184369577085087
338.954155,84.55018,339.015130641573,83.91667788653595,0.07182548784103628
339.120737,84.55018,339.1865235286517,83.92898670491157,0.07180729396178398
339.287394,84.55018,339.35791641573036,83.94129240618841,0.07178911411399541
339.453961,84.55018,339.529309302809,83.95359499276974,0.07177094827861305
339.620576,84.55018,339.70070218988764,83.96589446705555,0.07175279643662034
339.78717,84.55018,339.8720950769663,83.97819083144259,0.07173465856904152
339.953841,84.55018,340.04348796404497,83.99048408832434,0.07171653465694151
340.120408,84.55018,340.2148808511236,84.00277424009106,0.07169842468142584
340.288745,84.55018,340.38627373820225,84.01506128912976,0.07168032862364039
340.455677,84.55018,340.5576666252809,84.02734523782422,0.07166224646477135
340.621872,84.55018,340.7290595123596,84.03962608855502,0.07164417818604508
340.788476,84.55018,340.9004523994382,84.0519038436995,0.07162612376872801
340.955387,84.55018,341.07184528651686,84.06417850563182,0.07160808319412643
341.121891,84.55018,341.2432381735955,84.0764500767229,0.07159005644358642
341.28857,84.55018,341.41463106067414,84.08871855934052,0.0715720434984937
341.455214,84.55018,341.58602394775284,84.10098395584922,0.07155404434027358
341.621236,84.55018,341.7574168348315,84.11324626861038,0.0715360589503907
341.788609,84.55018,341.9288097219101,84.12550549998224,0.07151808731034899
341.954615,84.55018,342.10020260898875,84.1377616523198,0.07150012940169158
342.121479,84.55018,342.27159549606745,84.15001472797496,0.07148218520600054
342.288125,84.55018,342.4429883831461,84.16226472929648,0.07146425470489694
342.454753,84.55018,342.6143812702247,84.1745116586299,0.07144633788004055
342.620876,84.55018,342.78577415730336,84.18675551831768,0.07142843471312986
342.787988,84.55018,342.957167044382,84.19899631069913,0.07141054518590187
342.95437,84.55018,343.1285599314607,84.21123403811043,0.07139266928013198
343.121106,84.55018,343.29995281853934,84.22346870288465,0.07137480697763389
343.287669,84.55018,343.471345705618,84.23570030735172,0.0713569582602595
343.454191,84.55018,343.6427385926966,84.24792885383849,0.07133912310989873
343.62083,84.55018,343.8141314797753,84.26015434466872,0.07132130150847947
343.787602,84.55018,343.98552436685395,84.27237678216302,0.07130349343796738
343.953995,84.55018,344.1569172539326,84.28459616863897,0.07128569888036586
344.120606,84.55018,344.32831014101123,84.29681250641104,0.07126791781771587
344.287527,84.55018,344.4997030280899,84.30902579779065,0.07125015023209579
344.453823,84.55018,344.67109591516856,84.32123604508612,0.07123239610562142
344.620429,84.55018,344.8424888022472,84.33344325060271,0.07121465542044575
344.787042,84.55018,345.01388168932584,84.34564741664266,0.07119692815875887
344.953572,84.55018,345.1852745764045,84.3578485455051,0.07117921430278792
345.12058,84.55018,345.3566674634832,84.37004663948622,0.07116151383479684
345.55295,84.55018,345.5280603505618,84.38224170087904,0.0711438267370864
345.718418,84.55018,345.69945323764045,84.39443373197365,0.07112615299199398
345.885276,84.55018,345.8708461247191,84.40662273505708,0.07110849258189357
346.051568,84.55018,346.0422390117978,84.41880871241332,0.07109084548919549
346.218284,84.55018,346.21363189887643,84.43099166632342,0.07107321169634648
346.384839,84.55018,346.38502478595507,84.44317159906532,0.07105559118582935
346.551419,84.55018,346.5564176730337,84.45534851291409,0.07103798394016314
346.718059,84.55018,346.72781056011235,84.46752241014167,0.0710203899419028
346.884718,85.44965,346.89920344719104,84.47969329301712,0.07100280917363912
347.051288,85.44965,347.0705963342697,84.49186116380645,0.0709852416179987
347.217975,85.44965,347.2419892213483,84.50402602477274,0.07096768725764377
347.384499,85.44965,347.41338210842696,84.5161878781761,0.07095014607527211
347.551108,85.44965,347.58477499550565,84.52834672627361,0.07093261805361692
347.717688,85.44965,347.7561678825843,84.54050257131951,0.0709151031754467
347.884412,85.44965,347.92756076966293,84.55265541556497,0.07089760142356523
348.050947,85.44965,348.09895365674157,84.56480526125831,0.0708801127808113
348.2176,85.44965,348.2703465438202,84.57695211064485,0.0708626372300588
348.384126,85.44965,348.4417394308989,84.58909596596703,0.07084517475421644
348.550783,85.44965,348.61313231797754,84.6012368294643,0.07082772533622775
348.717361,85.44965,348.7845252050562,84.61337470337324,0.07081028895907092
348.884004,85.44965,348.9559180921348,84.6255095899275,0.07079286560575875
349.050588,85.44965,349.1273109792135,84.63764149135783,0.07077545525933848
349.217246,85.44965,349.29870386629216,84.64977040989203,0.07075805790289175
