Time,Height,Wicking Rate,Avg Wicking Rate,Time_Uniform,Filtered Height (Uniform),Filtered Height (Raw),Wicking Rate (Spline),Wicking Rate Filtered (Spline)
0.612242,-1.0,0.0,-1.6333410644810389,0.612242,-1.0,-0.8197719739989046,1.3604648329801965,1.3710434949475778
0.945342,-0.5477386934673367,0.0,-0.5794079745397293,0.958668443552702,-0.5296645657628943,-0.34696356516026566,1.3560002599992362,1.358496574667834
1.278804,-0.0954773869346733,0.0,-0.0746614703540756,1.3050948871054038,-0.05976204705664661,0.12140238223087411,1.3575191388114451,1.3453961373039758
1.611724,0.35678391959799,1.05,0.2213678766327175,1.6515213306581058,0.4107972040358612,0.5851575029655984,1.358113324319894,1.3319447171579881
1.944953,0.8090452261306533,1.1025,0.4159716076073064,1.9979477742108078,0.8809777513981656,1.044242730713073,1.3570605432567777,1.3184812228860505
2.278147,1.2613065326633168,1.157625,0.5536545853552544,2.3443742177635096,1.3511931182036445,1.498701528227455,1.3573246216397648,1.305281883313276
2.611367,1.71356783919598,1.2155062500000002,0.6561957163416633,2.690800661316212,1.8213739563491693,1.9486718704078145,1.357431023433813,1.2926092213878715
2.944602,2.1658291457286434,1.2762815625000004,0.7355252579902626,3.037227104868914,2.2914367106699185,2.3943771737500343,1.356240280319074,1.2806952883634009
3.278107,2.6180904522613067,1.3400956406250004,0.79865924213618,3.3836535484216155,2.7614876112992084,2.8361163750371547,1.3574186586525254,1.2697432615663924
3.610991,3.0703517587939704,1.361087201346074,0.8502795378869598,3.7300799919743177,3.231968737797799,3.274253367121591,1.3581929437142821,1.2599248841926873
3.944244,3.5226130653266337,1.3550138376134413,0.8931022181504576,4.07650643552702,3.7021294164193046,3.7092060004824594,1.3569907786652158,1.2513797805473186
4.277457,3.974874371859297,1.3579115090517495,0.9292610941172048,4.422932879079721,4.172340985527286,4.141434856099687,1.3569986790930133,1.244215014605897
4.610643,4.42713567839196,1.357421240620836,0.960199190957088,4.769359322632424,4.642542331460056,4.5714319883527805,1.3589877736667948,1.2385053005855438
4.943879,4.8793969849246235,1.3569738145358512,0.986957202011745,5.115785766185126,5.110998508573355,4.999709826468264,1.3507421011526695,1.2342937155252218
5.279571,5.331658291457287,1.339010102083496,1.009865818919243,5.462212209737828,5.579683442244546,5.426790409900021,1.3514183675690334,1.2315929032085555
5.612608,5.78391959798995,1.3702093939203084,1.030522637246348,5.808638653290529,6.049977304877568,5.8531951173653995,1.3594038055515925,1.2303867126833912
5.945833,6.236180904522613,1.353028214228134,1.048832166077085,6.155065096843232,6.5201482712585666,6.279435031539613,1.356617100159901,1.230632219947737
6.279067,6.688442211055277,1.357413325802744,1.0651968216066616,6.501491540395934,6.990316020426502,6.706002062110796,1.3573679061762314,1.232262074677315
6.612299,7.140703517587941,1.3572155141987272,1.079912375043527,6.847917983948635,7.460428171192473,7.13336092950193,1.357065881059786,1.2351871121600737
6.94559,7.592964824120603,1.3567533054552985,1.0932065993127442,7.1943444275013375,7.930514712768747,7.5619420905512085,1.3568268666286103,1.2392991692898896
7.27888,8.045226130653267,1.3570438136458487,1.105283523104278,7.54077087105404,8.400891913019016,7.99213566627009,1.3573763844251632,1.2444740437127926
7.611898,8.49748743718593,1.3589904758109794,1.1163427882488612,7.887197314606741,8.871566123484603,8.424286410903076,1.3587550968035726,1.2505745366014194
7.944735,8.949748743718594,1.3590534121039055,1.1265005999216582,8.233623758159442,9.341784028151853,8.858689741295954,1.3582311063999064,1.257453522033641
8.278004,9.402010050251256,1.3553306237562115,1.1357822550280547,8.580050201712146,9.811480390916172,9.295588826398905,1.3558810794321878,1.2649569894184185
8.611615,9.85427135678392,1.3550829328093763,1.1443000362631075,8.926476645264847,10.281570989391096,9.735172718900156,1.3563472162004986,1.2729270097106797
8.94487,10.306532663316585,1.3587726319867726,1.1522283346003444,9.27290308881755,10.751637846629778,10.177575494766053,1.3570042695474342,1.281204581132323
9.278177,10.758793969849249,1.356232301340312,1.159580591084784,9.619329532370251,11.222128396350502,10.62287635206162,1.3576177125587305,1.2896323156109761
9.611169,11.21105527638191,1.3593142930093018,1.1664611533083966,9.965755975922953,11.6922033509694,11.071100607994419,1.3577237739689614,1.2980569330025966
9.944471,11.663316582914574,1.355430376431027,1.1728443456584643,10.312182419475656,12.162366966783228,11.522221522760583,1.3567470289216927,1.3063315362189551
10.277716,12.115577889447236,1.3577582952487557,1.1788200695025273,10.658608863028357,12.632651790457654,11.976162870518138,1.3574532887721216,1.3143176464835602
10.610867,12.5678391959799,1.3577682036107843,1.1844309419748549,11.005035306581059,13.102967965273665,12.432802171660652,1.3574500265542329,1.3218869839480003
10.944009,13.020100502512562,1.3574661138374406,1.189701187427072,11.351461750133762,13.57324504394512,12.89197449645801,1.3580155412178438,1.3289229846822206
11.277069,13.472361809045228,1.3581636634776209,1.194668739638396,11.697888193686463,14.043144419416297,13.353476747971479,1.356869672370139,1.3353220504911494
11.610573,13.92462311557789,1.3544704570652617,1.1993054189123904,12.044314637239165,14.513421665115919,13.817072331800835,1.3564693434560382,1.340994533006261
11.943756,14.376884422110551,1.3590870471355263,1.2037155164682327,12.390741080791868,14.983826677269251,14.282496121513688,1.3577115565276614,1.3458654579717237
12.276843,14.829145728643216,1.357678239871006,1.2078956885449474,12.737167524344569,15.454028687382998,14.749459631348468,1.3582346342040061,1.3498749995292725
12.609862,15.281407035175882,1.3581652365726369,1.2118615600373646,13.08359396789727,15.9239386090028,15.217656311761532,1.3569057705930685,1.3529787175618277
