Time,Height,Wicking Rate,Avg Wicking Rate,Time_Uniform,Filtered Height (Uniform),Filtered Height (Raw),Wicking Rate Filtered (Spline),Wicking Rate (Spline)
0.303971,-3.0,0.0,-9.869362537873679,0.303971,-3.0,-3.02952892896396,5.3990536554012705,5.073860653873524
0.477819,-2.095746,0.0,-4.386066690525074,0.4750197740399873,-2.1103059102160815,-2.104985239721699,5.411542949376842,5.301140350538303
0.647003,-1.191492,0.0,-1.8415556032970481,0.6460685480799746,-1.196486455069573,-1.1781495198454226,5.4258533871956525,5.362113592187295
0.812645,-0.2872379999999999,0.0,-0.353460613182878,0.8171173221199618,-0.2615539030696576,-0.24880034153832012,5.4404051278077565,5.661864403137422
0.970101,0.617016,0.0,0.6360327429824317,0.9881660961599491,0.7152010256832115,0.682831403372932,5.452004525136299,5.611637117843615
1.136475,1.5212700000000003,0.0,1.3385864185309844,1.1592148701999365,1.6447158287573753,1.615946268231401,5.4571010334073495,5.444948451167728
1.303047,2.4255240000000002,0.0,1.861424798951995,1.3302636442399236,2.565027332561646,2.5490950279572573,5.451722309002054,5.199361712266311
1.479464,3.329778,0.0,2.2506651057409983,1.501312418279911,3.453861153016472,3.480137777406435,5.431798162354713,5.446547197093851
1.638684,4.234032,0.0,2.583800171357016,1.6723611923198982,4.408839762397821,4.406246423167789,5.393397920764756,5.499002217597026
1.812891,5.138286000000001,0.0,2.83430498579341,1.8434099663598855,5.303369821801842,5.323951208391074,5.332990385600337,5.223169756254832
1.98006,6.042540000000001,0.0,3.0516954031696013,2.014458740399873,6.229767323407009,6.229229423087301,5.247678814676339,5.423122037137254
2.146196,6.946794000000001,0.0,3.236793843619129,2.18550751443986,7.173285370944071,7.11763205255057,5.135406311799436,5.639588190536322
2.303145,7.8510480000000005,0.0,3.4088379151117274,2.3565562884798474,8.141637159490124,7.984441942961904,4.9951174528502555,5.652107753104238
2.46935,8.755302,0.0,3.545589730090915,2.527605062519835,9.071268922010887,8.82485524245365,4.826867392236277,5.378201432631449
2.636068,9.659556,0.0,3.664380433281691,2.6986538365598216,9.999673390366029,9.634176514497225,4.631871832899269,5.428162527571494
2.802462,10.56381,0.0,3.7694748403368186,2.869702610599809,10.925904766508376,10.408017098334254,4.412494786187092,5.483880952172345
2.970381,11.468064,0.0,3.8608057350218705,3.0407513846397967,11.835526243555822,11.142486056574064,4.172174499159851,5.093890319218766
3.143549,12.372318,0.0,3.935780228016169,3.2118001586797833,12.742922418694816,11.8343634166455,3.915291427305301,5.976346624266361
3.310078,13.276572000000002,0.0,4.010954424638936,3.382848932719771,13.276572000000002,12.481246358617767,3.6469853810452646,3.0091921663737606
3.475895,13.276572000000002,0.0,3.8196125026791665,3.5538977067597584,13.276572000000002,13.081660470932247,3.3729318083117312,1.7414524033169065
3.641777,13.276572000000002,0.0,3.64563014154903,3.724946480799746,13.735205945145985,13.635130101076015,3.0990894208482964,3.956803141494642
3.805756,14.180826,0.0,3.726152175809484,3.8959952548397325,14.180826,14.142204058142951,2.8314329015951554,2.5283969128686334
3.972687,14.180826,0.0,3.5695804879669604,4.06704402887972,14.675576665634146,14.604435348162724,2.575685159271583,2.608512183259739
4.145143,15.085080000000001,0.0,3.6392182368617925,4.238092802919708,15.085080000000001,15.024316100269422,2.337063488488058,2.5113690710075773
4.302011,15.085080000000001,0.0,3.506518230660033,4.409141576959694,15.666646356721145,15.405171229703326,2.12005306447064,2.3441331287337754
4.468584,15.989334,0.0,3.5781657008126064,4.580190350999682,15.989334,15.751016546611767,1.9282195152170616,3.9524009749066162
4.635615,15.989334,0.0,3.4492368326532725,4.751239125039669,15.989334,16.06638883689566,1.7640699798152646,1.851414025290181
4.801719,15.989334,0.0,3.3299187228573763,4.922287899079656,16.604099141580065,16.356156814193465,1.6289692263419293,3.4546402230376394
4.979063,16.893588,0.0,3.392925134709081,5.093336673119643,16.893588,16.62532269936508,1.5231142406235352,2.9872051371477597
5.142405,16.893588,0.0,3.285153153048039,5.264385447159631,16.893588,16.878824485816477,1.4455673992177658,0.5701174831788159
5.305818,16.893588,0.0,3.1839742712622257,5.4354342211996185,16.893588,17.12134868921986,1.3943451019040958,0.7075380284589334
5.475525,16.893588,0.0,3.0852909994931994,5.606482995239605,17.624345735435938,17.357162585155375,1.3665557489248903,3.4767311278680784
5.637575,17.797842,0.0,3.1570031440823403,5.777531769279593,17.797842,17.5899736651814,1.3585783755301293,3.8227006913308816
5.803687,17.797842,0.0,3.0666440143998117,5.94858054331958,17.797842,17.822822374716207,1.36627124161846,1.8864298775950847
5.970199,17.797842,0.0,2.9811136948701376,6.119629317359567,18.610264737920396,18.058012239773223,1.38519832132032,3.7228988013839284
6.13652,18.702096,0.0,3.0476713185975113,6.290678091399554,18.702096,18.297079363150143,1.4108610080076223,3.311611394406211
6.302721,18.702096,0.0,2.9673050734754085,6.461726865439542,18.702096,18.540801099996223,1.4389224614101674,0.6632478150238531
6.469743,18.702096,0.0,2.8907015317300857,6.632775639479529,18.702096,18.789241632703533,1.4654128476232442,0.6684262127491878
6.636965,18.702096,0.0,2.8178687095683044,6.803824413519516,19.60635,19.041830272362944,1.486905190470914,3.3393476801391246
6.802618,19.60635,0.0,2.882177126512175,6.974873187559504,19.60635,19.297466720116436,1.5006535583548037,3.7436001425858465
6.970555,19.60635,0.0,2.8127387274040587,7.145921961599491,19.65838003211614,19.554646307506065,1.504687720030748,1.861058948054452
7.136333,19.60635,0.0,2.7473984187677343,7.316970735639478,20.510604,19.811597456448446,1.497861061685664,3.7009118256392965
