Time,Height,Time_Uniform,Height_Model,Wicking_Rate,Avg Wicking Rate,Modeled Avg Wicking Rate
117.094125,70.15866,130.38588645086705,71.5518954903584,0.1592929780986267,0.5991646463902437,0.5487702498945015
117.260744,70.15866,130.5765090918771,71.58224924708,0.1591766497987521,0.5983132769479954,0.5482015849934602
117.427381,70.15866,130.76713173288715,71.61258085328835,0.1590605762390214,0.5974642319579622,0.5476344086185857
117.594043,70.15866,130.9577543738972,71.64289035745364,0.1589447564861385,0.5966174664136685,0.5470687146398844
117.760616,70.15866,131.14837701490725,71.67317780786863,0.1588291896116805,0.5957735479236963,0.5465044969616494
117.927207,70.15866,131.33899965591726,71.70344325264958,0.1587138746920635,0.5949319227072002,0.5459417495222189
118.093769,70.15866,131.5296222969273,71.73368673973715,0.1585988108085085,0.5940928178860987,0.5453804662937357
118.260382,71.05813,131.72024493793734,71.76390831689729,0.1584839970470073,0.6008616647289369,0.5448206412819101
118.427068,71.05813,131.91086757894738,71.79410803172219,0.1583694324982897,0.6000159524341175,0.544262268525784
118.59363,71.05813,132.1014902199574,71.82428593163118,0.1582551162577899,0.5991732439592244,0.5437053420974977
118.760255,71.05813,132.29211286096745,71.85444206387155,0.158141047425614,0.5983325818894546,0.5431498561020569
118.926853,71.05813,132.4827355019775,71.88457647551955,0.1580272251065071,0.5974944111234493,0.5425958046771051
119.09341,71.05813,132.67335814298752,71.91468921348118,0.1579136484098217,0.5966587907760807,0.5420431819926934
119.260043,71.05813,132.86398078399756,71.94478032449312,0.1578003164494853,0.5958251247653835,0.5414919822510565
119.426651,71.05813,133.05460342500763,71.97484985512357,0.1576872283439689,0.5949939096927368,0.5409421996863875
119.593343,71.05813,133.24522606601766,72.0048978517731,0.1575743832162561,0.5941645932583388,0.5403938285646163
119.759912,71.05813,133.4358487070277,72.03492436067556,0.1574617801938114,0.593338194837685,0.5398468631831895
119.926502,71.05813,133.62647134803774,72.06492942789887,0.1573494184085501,0.5925139882759193,0.5393012978708512
120.093062,71.05813,133.81709398904778,72.09491309934596,0.1572372969968075,0.5916922161581658,0.5387571269874277
120.259659,71.05813,134.0077166300578,72.12487542075544,0.1571254150993088,0.5908725385625783,0.5382143449236109
120.428348,71.05813,134.19833927106785,72.15481643770262,0.1570137718611392,0.590044878802124,0.537672946100747
120.594833,71.05813,134.3889619120779,72.18473619560025,0.1569023664317142,0.5892303030926708,0.5371329249706246
120.761292,71.05813,134.57958455308793,72.2146347396993,0.1567911979647505,0.5884181000647128,0.5365942760152647
120.928198,71.05813,134.77020719409796,72.24451211508988,0.1566802656182365,0.5876059610182897,0.5360569937467137
121.094427,71.05813,134.960829835108,72.27436836670196,0.1565695685544039,0.5867993413107278,0.5355210727068372
121.261029,71.05813,135.15145247611804,72.30420353930626,0.1564591059396988,0.5859931305712407,0.5349865074671157
121.427979,71.05813,135.34207511712808,72.33401767751495,0.1563488769447534,0.5851874550263247,0.5344532926284414
