Time,Height,Wicking Rate,Avg Wicking Rate,Time_Uniform,Filtered Height (Uniform),Filtered Height (Raw),Wicking Rate Filtered (Spline),Wicking Rate (Spline)
0.250162,-3.0,0.0,-11.992229035584941,0.250162,-3.0,-3.097131386595991,5.293366603000439,3.905734534624385
0.451214,-2.095746,0.0,-4.6446830107221855,0.42122905504330815,-2.2306066649865133,-2.188169605757713,5.332249497026409,5.001190344267163
0.622137,-1.191492,0.0,-1.9151601656869788,0.5922961100866163,-1.3493627609141947,-1.2732483650194562,5.363040566797501,5.515825874736023
0.784272,-0.2872379999999999,0.0,-0.36624793439010944,0.7633631651299244,-0.4038500675153748,-0.3538407580836484,5.384181666172808,5.54656780119255
0.949807,0.617016,0.0,0.6496225022557215,0.9344302201732326,0.5330185694537489,0.5681984043200345,5.393653068638039,5.419819604537138
1.116339,1.5212700000000003,0.0,1.3627312133679828,1.1054972752165408,1.462400395345387,1.4908187198644,5.390967574975032,5.451743224838413
1.282342,2.4255240000000002,0.0,1.8914798080387292,1.2765643302598488,2.394051791827794,2.4119708337715102,5.37668199294476,5.404692672913195
1.450181,3.329778,0.0,2.296112002570714,1.447631385303157,3.3160416259267573,3.329798676920148,5.352464308809879,5.434903306313077
1.615488,4.234032,0.0,2.6208996909912052,1.6186984403464653,4.251329274821117,4.242813055776902,5.320909307862943,5.430708667512083
1.783321,5.138286000000001,0.0,2.881301795918963,1.7897654953897735,5.173508097046126,5.150033890672967,5.285332074621103,5.417914516195335
1.94877,6.042540000000001,0.0,3.1006942840868863,1.9608325504330817,6.10799730827677,6.0510906999837,5.249496317212698,5.45892138365584
2.115407,6.946794000000001,0.0,3.2839042321406713,2.1318996054763897,7.0363592181397365,6.9462738280824095,5.217311523168115,5.422668711908194
2.281917,7.8510480000000005,0.0,3.440549327604817,2.3029666605196977,7.965022070977389,7.836532227182539,5.192514922746713,5.421778780144912
2.448922,8.755302,0.0,3.575165725980656,2.474033715563006,8.891895074179718,8.723417122020898,5.17836014461387,5.425776319989071
2.615163,9.659556,0.0,3.6936726314956276,2.645100770606314,9.822019834974746,9.608974400234795,5.177332381497411,5.43709826860812
2.781793,10.56381,0.0,3.7974824151185946,2.8161678256496225,10.75035919815257,10.4955918742123,5.190908457061969,5.424275812122555
2.948417,11.468064,0.0,3.889566502974308,2.9872348806929305,11.678699989823247,11.385810462667568,5.219377235395686,5.426692184016512
3.115061,12.372318,0.0,3.9717739074772536,3.1583019357362385,12.607115268379491,12.282110679185543,5.2617321357754765,5.428481605759737
3.281591,13.276572000000002,0.0,4.045772919294331,3.329368990779547,13.53584656475568,13.186687462198824,5.315643166762568,5.4281003813955495
3.448223,14.180826,0.0,4.112502584664623,3.500436045822855,14.46437566991472,14.101227249030643,5.37751117310071,5.429008056387209
3.614733,15.085080000000001,0.0,4.173221092678214,3.6715031008661634,15.393031497559235,15.026701243524297,5.442602154823174,5.427716506344749
3.78143,15.989334,0.0,4.228382913342307,3.8425701559094714,16.321154247527314,15.96318805675181,5.505254845758565,5.425630855858688
3.948045,16.893588,0.0,4.278975543591828,4.01363721095278,17.24941883836012,16.909737363409814,5.559150486986238,5.424992215730046
4.114731,17.797842,0.0,4.3253962409693365,4.184704265996087,18.17787050303625,17.86428400516413,5.597630133180777,5.430706278348267
4.281228,18.702096,0.0,4.368395236133185,4.355771321039395,19.105720484875373,18.823619215548813,5.614042080767164,5.420038532463583
4.44823,19.60635,0.0,4.407674513233354,4.526838376082704,20.033856531543623,19.783422497464013,5.602100252254456,5.4262551874395175
4.614501,20.510604,0.0,4.444815159862356,4.697905431126012,20.963305972204907,20.73835433247488,5.556233700576328,5.434259994136751
4.781098,21.414858,0.0,4.479066942363448,4.868972486169321,21.89194850942675,21.68220652978105,5.471907839552609,5.435428072146301
4.947651,22.319112,0.0,4.511052214475112,5.040039541212629,22.81519116550292,22.608103820316053,5.345899528576026,5.395092108515003
5.116057,23.223366,0.0,4.539309472118861,5.211106596255936,23.738147672553126,23.50874744553863,5.176510648554086,5.3810383026236055
5.283019,24.12762,0.0,4.567013671538944,5.3821736512992455,24.6668207099615,24.37668913807934,4.963708155086196,5.437417300927734
5.449304,25.031874,0.0,4.593591034744987,5.553240706342553,25.595128340181823,25.204622170321265,4.709182591325262,5.431037139068208
5.616165,25.936128,0.0,4.6181207282905685,5.724307761385861,26.523887726847246,25.985675148979027,4.416321459943661,5.410030681589215
5.78254,26.840382,0.0,4.641624960657428,5.89537481642917,27.453204889085146,26.71369400967623,4.0900984425085865,5.491542708365602
5.949034,27.744636,0.0,4.663721202467493,6.0664418714724775,28.380154466436046,27.383498222926217,3.7368839594154375,5.222293487206305
6.116089,28.64889,0.0,4.684184615364493,6.237508926515785,29.31011914271711,27.991098525928702,3.364186735496555,6.152675099123268
6.282135,29.553144000000003,0.0,4.704315332287511,6.408575981559094,29.553144000000003,28.53386546638877,2.9803396478309847,2.7509392960807197
6.448925,29.553144000000003,0.0,4.582646565125196,6.579643036602402,29.553144000000003,29.010640572108876,2.594145989348941,0.7980373388421799
6.615358,29.553144000000003,0.0,4.467353694236957,6.7507100916457095,29.553144000000003,29.421784900890778,2.2145042353452307,0.44368195010140354
6.782094,29.553144000000003,0.0,4.357524976799201,6.921777146689019,29.553144000000003,29.769162915685232,1.8500303533771882,0.9768530852503975
6.94896,29.553144000000003,0.0,4.252887338536991,7.092844201732326,30.335296050264283,30.05606289466024,1.5086966111022173,3.4649077200231786
