Time,Height,Wicking Rate,Avg Wicking Rate,Time_Uniform,Filtered Height (Uniform),Filtered Height (Raw),Wicking Rate (Spline),Wicking Rate Filtered (Spline)
0.271152,0.89947,0.0,3.3172169115477663,0.271152,0.89947,0.9292893935732609,5.384934234674334,5.544754565440192
0.437894,1.79894,0.0,4.108163162774552,0.4590214991554054,1.9130521432579084,1.966674905328602,5.400789034724153,5.500987208474666
0.604428,2.69841,0.0,4.464402708014851,0.6468909983108109,2.9276228348133917,2.9969987197153984,5.398416917881692,5.469577941237847
0.77106,3.59788,0.0,4.666147900293103,0.8347604974662162,3.942364244531447,4.022610944289639,5.402732857773471,5.45098026089026
0.937386,4.49735,0.0,4.797756740552984,1.0226299966216217,4.95797597332194,5.045902454914105,5.4081195123714565,5.444484685938269
1.103843,5.39682,0.0,4.889119195392824,1.210499495777027,5.9725076571866955,6.0688731152901525,5.399267089379065,5.446882765198746
1.270486,6.29629,0.0,4.95581218525824,1.3983689949324325,6.98677326991503,7.0927581829866,5.398429447950648,5.453264257861929
1.437075,7.19576,0.0,5.007226484351895,1.5862384940878378,8.000708961939942,8.117735661223598,5.397783853441483,5.457386142014228
1.603754,8.09523,0.0,5.047675641027241,1.7741079932432433,9.01504124298541,9.14273200178577,5.397707571763544,5.452262508413637
1.77034,8.9947,0.0,5.080775444264943,1.9619774923986488,10.029324084003317,10.165337634983539,5.398950027990468,5.430760276632917
1.936957,9.894169999999999,0.0,5.108099973308648,2.149846991554054,11.04401011886273,11.18183728980725,5.400078989769177,5.386213244181487
2.103472,10.79364,0.0,5.131344748111693,2.337716490709459,12.058160567969935,12.187352969589881,5.401229285997023,5.313002147703171
2.270077,11.69311,0.0,5.150975055031173,2.5255859898648647,13.072380802371203,13.17608984293898,5.396664734536896,5.207062717802046
2.436738,12.59258,0.0,5.167802201139392,2.7134554890202702,14.086372389581395,14.141667422644419,5.3995755943034025,5.066278727973176
2.603299,13.492049999999999,0.0,5.1826739840487015,2.9013249881756753,15.100516413513427,15.077510678540056,5.3967775295827485,4.890720725001314
2.770014,14.39152,0.0,5.195468326152864,3.089194487331081,16.11492769145153,15.977268884181898,5.399818706228823,4.682697983981352
2.936602,15.29099,0.0,5.207035205996591,3.2770639864864863,17.129008902363594,16.835225084264152,5.387827391167566,4.446605053116627
3.103183,16.19046,0.0,5.217371969361782,3.464933485641892,18.14361597912417,17.646657510928716,5.445762460000615,4.18856654085855
3.269829,17.08993,0.0,5.226551602545576,3.6528029847972974,18.88887,18.40811780937154,5.220345373988577,3.9159156835881563
3.436355,17.9894,0.0,5.235023738816275,3.8406724839527024,18.88887,19.117601032462375,6.06923984321191,3.636578564483399
3.60304,18.88887,0.0,5.242481349082997,4.028541983108108,19.387320147378013,19.774598428515684,2.8944082858774407,3.358458759209708
3.769642,18.88887,0.0,5.0107861701456,4.2164114822635135,20.401932072457395,20.38004135362531,1.4603501544027295,3.0889043322180743
3.936245,18.88887,0.0,4.798702824646332,4.4042809814189186,21.416322237062648,20.936156033528025,2.946992489546846,2.8342930229385743
4.102798,19.788339999999998,0.0,4.823132896135759,4.5921504805743245,21.58728,21.44625133454143,5.875220224382293,2.5997311559076284
4.269345,20.68781,0.0,4.845663679088946,4.78001997972973,21.58728,21.914460103402007,5.95567496149566,2.3888616308882256
4.435946,21.58728,0.0,4.866443369689351,4.967889478885135,21.75873109841556,22.345455926123364,2.700500848628468,2.2037990936363414
4.602574,21.58728,0.0,4.690262448794957,5.155758978040541,22.76580693960459,22.74417113581508,0.5600523846635392,2.045208684633057
4.769233,21.58728,0.0,4.526363044120512,5.343628477195946,23.38622,23.115541837637053,0.4605853318581448,1.9125072414339284
4.935818,21.58728,0.0,4.373597243658498,5.531497976351351,23.38622,23.4642981124377,2.4017360188087493,1.8041326017486232
5.104072,22.48675,0.0,4.405649058242125,5.719367475506757,23.38622,23.794807122592573,6.8478470541040934,1.7178313964552077
5.270672,23.38622,0.0,4.437047116572612,5.907236974662162,24.122271322760252,24.110969893274156,2.442118330192869,1.650940462722309
5.437645,23.38622,0.0,4.300799335006239,6.095106473817568,24.28569,24.416169065253214,0.40938525520111374,1.60064445681824
5.604231,23.38622,0.0,4.1729578955614075,6.282975972972973,25.18516,24.713260661597047,0.8008148112224981,1.5641807675512196
5.77061,23.38622,0.0,4.052642614905531,6.470845472128378,25.18516,25.004596986306435,3.6101456101503215,1.5389622183360494
5.937571,24.28569,0.0,4.090172563831237,6.658714971283784,25.18516,25.292064237105087,2.4996948534057446,1.522613440234865
6.1038,24.28569,0.0,3.978782070185786,6.846584470439189,25.596501441903744,25.577120880092313,2.519881439037779,1.512949806970925
6.27034,25.18516,0.0,4.016554126251527,7.034453969594595,26.08463,25.86083002541854,3.609447829150051,1.5079416928142337
6.437358,25.18516,0.0,3.912344163552812,7.22232346875,26.08463,26.14388651767419,0.7363458037270745,1.5056983129043477
6.603635,25.18516,0.0,3.81383283600623,7.410192967905405,26.08463,26.426644538604325,0.6545845799922958,1.5044918868978974
6.770575,25.18516,0.0,3.71979632453669,7.598062467060811,26.08463,26.709154278754415,3.362840251248122,1.5028301426573363
6.936783,26.08463,0.0,3.760335302401704,7.785931966216216,27.069843161180113,26.991215725428734,3.4649832733257426,1.499560277736127
7.103371,26.08463,0.0,3.6721480547756835,7.973801465371621,27.88357,27.272451148477426,0.9740483356714611,1.493952508989662
7.270332,26.08463,0.0,3.5878182729481956,8.161670964527028,27.88357,27.55238631434388,0.42781367404627896,1.4856998670099506
