Time,Height,Time_Uniform,Height_Model,Wicking_Rate,Avg Wicking Rate,Modeled Avg Wicking Rate
0.283239,0.89947,0.0,0.0,0.0,3.1756573070798866,0.0
0.450892,1.79894,0.1910813864692218,2.350651739648774,7.603953473375602,3.989735901280129,12.301835270738954
0.623008,2.69841,0.3821627729384437,3.642044652159989,6.146863297670242,4.331260593764446,9.530087465496347
0.785879,3.59788,0.5732441594076656,4.744266228989251,5.451250827501222,4.578160251132808,8.276170199259441
0.946828,4.49735,0.7643255458768874,5.740487668471992,5.00225082212176,4.749912338883092,7.510527025347695
1.113415,5.39682,0.9554069323461092,6.663261201963218,4.670332723899874,4.847087563936178,6.974265076349018
1.280008,6.29629,1.1464883188153312,7.529536846682916,4.405462046532279,4.918945819088631,6.567478031056786
1.446659,7.19576,1.337569705284553,8.349586604912584,4.183655348923457,4.974054009963647,6.242356246500292
1.613288,8.09523,1.5286510917537748,9.1302693900256,3.991767844920723,5.017845542767318,5.972762155653662
1.779798,8.9947,1.7197324782229966,9.87648829585972,3.8218969867340062,5.053775765564406,5.743037606677707
1.946427,9.89417,1.9108138646922184,10.591931142719018,3.6689563054009935,5.083247406658457,5.543151710606359
2.113016,10.79364,2.1018952511614404,11.279483260352862,3.5294945998021205,5.10816766176877,5.366339380670934
2.279617,11.69311,2.2929766376306624,11.941474182895242,3.401069276798135,5.1294186698906,5.2078481685859614
2.446282,12.59258,2.484058024099884,12.57983336415167,3.281890572842801,5.147640378337411,5.064226858674149
2.612838,13.49205,2.675139410569106,13.19619290116507,3.1706083177054385,5.1637529766483805,4.932899141266708
2.779432,14.39152,2.866220797038328,13.791957818090324,3.0661783069389643,5.177863678622107,4.81189649881181
2.946034,15.29099,3.0573021835075496,14.368355656169191,2.967775376176061,5.190364401768616,4.699684491012535
3.112624,16.19046,3.248383569976772,14.926472395949972,2.8747350294491563,5.201546990577725,4.59504614353677
3.279252,17.08993,3.439464956445993,15.467279079969709,2.786513153002959,5.211532995939318,4.497001503382689
3.445862,17.9894,3.630546342915215,15.991651943007524,2.7026575388461014,5.220580510769149,4.404750809534283
