Time,Height,Wicking Rate,Time_Uniform,Filtered Height (Uniform),Filtered Height (Raw),Wicking Rate (Spline),Wicking Rate Filtered (Spline)
0.593234,-1.0,0.0,0.593234,-1.0,-0.7783064402002843,8.857802852303128e-17,0.06119898235853856
0.926465,-1.0,0.0,0.9381460036945813,-1.0,-0.8005797695683508,4.4670664468084525e-17,0.0679465027579913
1.265489,-1.0,0.0,1.2830580073891626,-1.0,-0.8251719076279168,9.011789882091453e-17,0.07464478109364366
1.59925,-1.0,0.95,1.6279700110837438,-1.0,-0.8520547584621767,3.1369642111745954e-16,0.08119716890621963
1.925784,-1.0,0.9025,1.9728820147783253,-1.0,-0.8811463854954308,1.153034053678882e-15,0.08742531248580417
2.25905,-1.0,0.8573749999999999,2.317794018472907,-1.0,-0.9123051727186837,4.339515596398908e-15,0.09315189205124108
2.592165,-1.0,0.8145062499999999,2.6627060221674874,-1.0,-0.9453245889640348,1.620161836639971e-14,0.09818083278816603
2.925468,-1.0,0.7737809374999999,3.007618025862069,-1.0,-0.9799287084932341,6.048279618201572e-14,0.10230554508067079
3.258686,-1.0,0.7350918906249998,3.3525300295566502,-1.0,-1.0157686342278534,2.257028491170246e-13,0.10531018192944172
3.59218,-1.0,0.6983372960937497,3.6974420332512317,-1.0,-1.0524199594768406,8.426523964824656e-13,0.10697325282350027
3.925103,-1.0,0.6634204312890623,4.042354036945813,-1.0,-1.0893813901174707,3.1424076432461256e-12,0.10707103702458214
4.258347,-1.0,0.6302494097246091,4.3872660406403945,-1.0,-1.126074632046653,1.173222543874493e-11,0.10538141518936746
4.591521,-1.0,0.5987369392383786,4.732178044334975,-1.0,-1.161845628610113,4.378222533862326e-11,0.10168787668705835
4.924641,-1.0,0.5688000922764596,5.077090048029556,-1.0,-1.1959672099812624,1.6338438522030694e-10,0.09578368159556389
5.26021,-1.0,0.5403600876626365,5.422002051724138,-1.0,-1.2276431915121602,6.11835749166988e-10,0.08747608932682516
5.593212,-1.0,0.5133420832795047,5.766914055418719,-1.0,-1.256013931388292,2.27584774000433e-09,0.07659057793704908
5.926644,-1.0,0.4876749791155294,6.111826059113301,-1.0,-1.2801633300092043,8.49664268685425e-09,0.0629749710413396
6.2599,-1.0,0.4632912301597529,6.456738062807882,-1.0,-1.2991272249490702,3.170295449982037e-08,0.04650338936373157
6.593162,-1.0,0.4401266686517652,6.8016500665024635,-1.0,-1.3119031067119644,1.1831616390857515e-07,0.02707994429773018
6.926259,-1.0,0.4181203352191769,7.146562070197045,-1.0,-1.3174610523860621,4.414602393818726e-07,0.0046420933429984915
7.259554,-1.0,0.3972143184582181,7.491474073891626,-1.0,-1.314755747319017,1.6479792908204556e-06,0.02083641860709891
7.593024,-1.0,0.3773536025353071,7.836386077586207,-1.0,-1.3027394396696097,6.151955707889798e-06,0.04934310234770621
7.925964,-1.0,0.3584859224085417,8.181298081280788,-1.0,-1.2803756496977214,2.294290755241525e-05,0.08082481466769136
8.259284,-1.0,0.3405616262881146,8.52621008497537,-1.0,-1.246653435455648,8.566502461461685e-05,0.1151864499233392
8.592337,-1.0,0.3235335449737089,8.871122088669951,-1.0,-1.2006019996073152,0.0003195983280510556,0.1522902768450951
8.925563,-1.0,0.3073568677250234,9.216034092364533,-1.0,-1.1413054088347891,0.0011930158123146387,0.1919559533807988
9.258925,-1.0,0.2919890243387723,9.560946096059114,-1.0,-1.0679171880291136,0.004453308297559685,0.23396124035600865
9.592131,-1.0,0.2773895731218336,9.905858099753695,-1.0,-0.9796745464615992,0.016616607723188084,0.27804342208562977
9.925333,-1.0,0.263520094465742,10.250770103448277,-1.0,-0.8759119925640386,0.06201277710432931,0.3239014290539997
10.258407,-1.0,0.2503440897424548,10.595682107142858,-0.9944670422624552,-0.7560740978947654,0.2313932394017295,0.371198644654902
10.591703,-1.0,0.2378268852553321,10.94059411083744,-0.5367847411444142,-0.619727179323722,0.8638273036096986,0.41956636501407246
10.924831,-0.5367847411444142,0.2497182295180987,11.285506114532021,-0.5367847411444142,-0.4665696813341606,0.9483452031614856,0.46860786836771656
11.258132,-0.5367847411444142,0.2622041409940037,11.630418118226602,-0.4826256280618383,-0.29644105742215987,0.4849683834498074,0.517903038596432
11.591475,-0.5367847411444142,0.2753143480437038,11.975330121921184,-0.0735694822888283,-0.10932897060285847,0.991531051438693,0.567013476556464
11.92455,-0.0735694822888283,0.289080065445889,12.320242125615765,0.013295196389353477,0.09462534235104539,0.6922193721577887,0.6154880230324128
12.257759,-0.0735694822888283,0.3035340687181835,12.665154129310347,0.4928198448721795,0.3151236705356987,0.4124848547999126,0.6628686086573515
12.590957,0.3896457765667576,0.3187107721540927,13.010066133004928,0.8528610354223434,0.5517094895593176,1.8285219002905155,0.7086963391803375
12.924076,0.8528610354223434,0.3346463107617973,13.35497813669951,0.8528610354223434,0.8037687477878809,0.6156538600250715,0.7525177191493562
13.257431,0.8528610354223434,0.3513786262998872,13.699890140394091,0.8528610354223434,1.0705328086818078,0.11873000541107623,0.7938909135279383
13.590668,0.8528610354223434,0.3689475576148816,14.044802144088672,1.0210762401601448,1.3510835447054734,0.14059996645982298,0.8323919450485511
13.923762,0.8528610354223434,0.3505001797341375,14.389714147783254,1.500396280225982,1.6443605430152346,0.6809582517087752,0.8676207252610515
14.257071,1.3160762942779294,0.3680251887208444,14.734626151477833,1.9801342504171697,1.9491703482318148,1.5852203287913185,0.8992068192581566
