Time,Height,Wicking Rate,Avg Wicking Rate,Time_Uniform,Height_Model,Wicking_Rate
10.824323,32.38092,0.0,2.99149609633785,10.783690888719512,32.098052931000915,1.9670654656574669
10.991376,32.38092,0.0,2.9460296872748235,10.954860585365854,32.43360155103443,1.953619624287816
11.15745,33.28039,0.0,2.982795351984548,11.126030282012195,32.76686420468942,1.9403546092194686
11.329545,33.28039,0.0,2.937486898194058,11.297199978658536,33.0978713826113,1.9272650759761953
11.493364,33.28039,0.0,2.8956178539198794,11.468369675304878,33.42665268369067,1.9143459464387602
11.657192,34.17986,0.0,2.932083472589282,11.63953937195122,33.75323685912991,1.9015923912653245
11.82416,34.17986,0.0,2.890679760761018,11.81070906859756,34.07765185362308,1.8889998137174429
11.990743,34.17986,0.0,2.8505206057706345,11.981878765243902,34.39992484387804,1.8765638347606548
12.15732,34.17986,0.0,2.8114633817321577,12.153048461890243,34.72008227468896,1.8642802793225752
12.323858,35.07933,0.0,2.846456848172058,12.324218158536585,35.03814989274814,1.8521451636036175
12.490447,35.07933,0.0,2.80849276250882,12.495387855182926,35.354152778369055,1.840154683346305
12.65702,35.07933,0.0,2.7715315295385485,12.666557551829268,35.66811537527752,1.828305202978679
12.823569,35.07933,0.0,2.735535637543651,12.837727248475609,35.98006151861375,1.816593245555807
12.990363,35.9788,0.0,2.7696531651963845,13.00889694512195,36.29001446127616,1.8050154834308936
13.156583,35.9788,0.0,2.734661423866668,13.180066641768292,36.59799689872632,1.7935687295942229
13.323473,35.9788,0.0,2.7004070185003566,13.351236338414633,36.90403099236453,1.7822499296240877
13.490193,36.87827,0.0,2.7337095918494274,13.522406035060975,37.208138391576355,1.771056154199208
13.656433,36.87827,0.0,2.7004320967268685,13.693575731707316,37.51034025454231,1.7599845921268662
13.823161,36.87827,0.0,2.667860846010547,13.86474542835366,37.81065726789528,1.7490325438452574
13.989885,36.87827,0.0,2.6360667010486507,14.035915125,38.109109665303684,1.7381974153623498
14.156953,37.77774,0.0,2.668493707650227,14.207084821646342,38.40571724505192,1.7274767125969697
14.323127,37.77774,0.0,2.637534387567743,14.378254518292684,38.700499386684484,1.716868036090899
14.489654,37.77774,0.0,2.6072216769289316,14.549424214939025,38.99347506677465,1.70636907606353
14.656499,37.77774,0.0,2.57754188090894,14.720593911585366,39.28466287387394,1.6959776077831212
14.822656,38.67721,0.0,2.6093306084955357,14.891763608231708,39.574081022694926,1.685691487230927
14.989548,38.67721,0.0,2.5802786047984907,15.06293330487805,39.86174736757524,1.6755086470365148
15.15647,38.67721,0.0,2.5518613503012246,15.23410300152439,40.147679415267554,1.6654270926644146
15.621233,39.576679999999996,0.0,2.5335183208649403,15.405272698170732,40.43189433709716,1.655444898833895
15.791696,39.576679999999996,0.0,2.5061703315464023,15.576442394817073,40.71440898052542,1.6455602061551753
15.954362,40.47615,0.0,2.536995838504855,15.747612091463415,40.99523988015483,1.6357712179667463
16.120794,40.47615,0.0,2.510803748252102,15.918781788109756,41.27440326820897,1.6260761973597049
16.287221,40.47615,0.0,2.4851477118165217,16.089951484756096,41.5519150845182,1.616473464376141
16.453869,40.47615,0.0,2.459977650241411,16.261121181402437,41.82779098603973,1.6069613933696427
16.620585,41.37562,0.0,2.489420197905188,16.432290878048782,42.10204635593914,1.5975384105169144
16.787203,41.37562,0.0,2.4647119594610247,16.603460574695124,42.37469631225804,1.588202991470359
16.954199,41.37562,0.0,2.440434962453844,16.774630271341465,42.64575571619135,1.578953659142257
